Race,Driver,Stint,TyreCompound,Model,MSE,RSquared,UniformityScore,Parameters,TrackTemp,AirTemp
Spain,LAT,2,C4,Exponential with Asymptote,0.18753756100575544,0.6048284739385805,1.3333333333333333,[89.62058836  0.14871317 91.75587253],48.957317073170735,36.56585365853658
Spain,LAT,3,C5,Exponential with Asymptote,0.30552857246340814,0.1806954373699161,0.6363636363636364,[89.24445244  0.17046006 90.17962294],48.957317073170735,36.56585365853658
Spain,LAT,4,C5,Exponential with Asymptote,0.7321847741901808,0.5373495376886068,1.0769230769230769,[87.1041738   0.13130884 90.86159217],48.957317073170735,36.56585365853658
Spain,MAG,1,C5,Exponential with Asymptote,0.19896352003220616,0.8147796646699762,0.4,[87.18735939  0.12248107 91.05477689],48.957317073170735,36.56585365853658
Spain,MAG,3,C3,Exponential with Asymptote,0.6661943768164375,0.6828701684391223,0.8484848484848485,[8.76418037e+01 9.19618088e-03 1.02751000e+02],48.957317073170735,36.56585365853658
Spain,ALB,1,C5,Exponential with Asymptote,0.9025678927182881,0.3791456245184277,0.4,[9.04074794e+01 1.96682996e-02 1.04406500e+02],48.957317073170735,36.56585365853658
Spain,ALB,2,C4,Exponential with Asymptote,0.07315908033538658,0.9052740323705107,0.8333333333333334,[89.15130153  0.3144569  91.98036079],48.957317073170735,36.56585365853658
Spain,ALB,3,C5,Exponential with Asymptote,0.7795092558849636,0.46307476436218487,1.0526315789473684,[8.94470316e+01 1.13876241e-02 1.03884000e+02],48.957317073170735,36.56585365853658
Spain,ALB,4,C4,Exponential with Asymptote,0.13991330742140767,0.4362944406023964,1.1428571428571428,[88.93926856  0.20075721 90.34702079],48.957317073170735,36.56585365853658
Spain,ALB,6,C5,Exponential with Asymptote,0.16833527045484378,0.675186746846479,1.1111111111111112,[88.13527752  0.21678938 90.36705494],48.957317073170735,36.56585365853658
Spain,ZHO,1,C5,Exponential with Asymptote,1.3518664837861916,0.32434285997523804,0.4444444444444444,[8.98364043e+01 2.27460458e-02 1.04416400e+02],48.957317073170735,36.56585365853658
Spain,ZHO,2,C4,Exponential with Asymptote,0.09672217492458515,0.6125021294305049,0.75,[88.72144782  0.3628322  90.11089661],48.957317073170735,36.56585365853658
Spain,LEC,1,C5,Exponential with Asymptote,0.08922824590640116,0.6491524761418694,0.631578947368421,[87.29021967  0.1377022  88.78751439],48.957317073170735,36.56585365853658
Spain,LEC,2,C4,Exponential with Asymptote,43.57129276848544,0.4323184219856695,0.8,[ 83.42290413   0.13328116 119.988     ],48.957317073170735,36.56585365853658
