Race,Driver,Stint,TyreCompound,Model,MSE,RSquared,UniformityScore,Parameters,TrackTemp,AirTemp
2023_Bahrain_Sprint,VER,1,C5,Exponential with Asymptote,0.007108569475035982,0.8561591577236091,0.5,[9.78661181e+01 5.79778260e-03 1.08450100e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,VER,3,C3,Linear (fallback),0.006689388888888118,0.912012855100982,1.3333333333333333,"[np.float64(0.322499999999998), np.float64(96.23916666666668)]",31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,GAS,1,C5,Exponential with Asymptote,0.6102892700831845,0.515038383077369,0.5,[1.00059581e+02 2.59556701e-02 1.14621100e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,GAS,2,C3,Exponential with Asymptote,0.03289247338295699,0.5275588546331,0.7142857142857143,[9.88170098e+01 4.46448597e-03 1.09737100e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,GAS,3,C3,Exponential with Asymptote,0.011590921674309617,0.691234617188161,1.1666666666666667,[9.77405526e+01 4.50404482e-03 1.08390700e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,GAS,5,C5,Exponential with Asymptote,0.04698617776743928,0.9225375259604803,0.625,[9.53802257e+01 1.42875198e-02 1.07961700e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,PER,1,C5,Linear (fallback),0.059801847380951845,0.05701655698021313,0.4,"[np.float64(0.013917857142857414), np.float64(98.798975)]",31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,PER,2,C5,Exponential with Asymptote,0.038680905799321694,0.31269161618078567,0.5714285714285714,[9.72802374e+01 2.89141967e-03 1.07710900e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,PER,3,C3,Exponential with Asymptote,0.07756066565775463,0.10256719976347484,0.8,[9.64954522e+01 6.45800610e-03 1.06825400e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,PER,4,C3,Exponential with Asymptote,0.08922043521196561,0.13552731682060482,0.8,[95.79589807  1.         97.04749327],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALO,1,C5,Exponential with Asymptote,0.19311383899258633,0.6922220626490909,0.9230769230769231,[9.91226883e+01 1.42751023e-02 1.12433200e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALO,2,C3,Exponential with Asymptote,0.056112553422074406,0.24368826410524547,0.4444444444444444,[97.61832284  1.         98.18387137],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALO,3,C3,Exponential with Asymptote,0.059704909052758215,0.7015035134059442,0.8,[96.30241706  1.         97.33135883],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALO,4,C3,Exponential with Asymptote,0.09488677648234352,0.38318480106566866,0.4,[9.66295642e+01 5.04839390e-03 1.07428200e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,LEC,1,C5,Exponential with Asymptote,0.0352239094382473,0.5330997814722518,0.36363636363636365,[9.85346577e+01 5.94921665e-03 1.09437900e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,LEC,2,C3,Exponential with Asymptote,0.07757974685728283,0.4983279234080653,0.47058823529411764,[9.78062164e+01 4.91558712e-03 1.08842800e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,STR,1,C5,Exponential with Asymptote,0.3643170630930264,0.5440103524100538,0.5714285714285714,[9.92136428e+01 1.26081846e-02 1.13125100e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,STR,2,C3,Exponential with Asymptote,0.05803580926121667,0.5797760328982198,0.7692307692307693,[97.64098434  0.43857759 98.61109323],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,STR,3,C3,Exponential with Asymptote,0.03441589944397054,0.7614845182900907,1.1111111111111112,[96.56847665  0.69059832 97.62217378],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,STR,4,C3,Exponential with Asymptote,0.020467367591813945,0.7077870709275684,1.0666666666666667,[9.71951987e+01 4.59254792e-03 1.07921000e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,SAR,1,C5,Exponential with Asymptote,0.018526627817182846,0.8141681239301631,0.8,[1.00397515e+02 9.13920800e-03 1.11685200e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,SAR,2,C5,Exponential with Asymptote,0.03216786857349854,0.7867122660560875,1.0,[98.56652798  0.24795748 99.77064285],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,SAR,3,C3,Exponential with Asymptote,0.009575748438196035,0.48421812295946687,0.75,[97.6332813   1.         97.92520836],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,SAR,5,C5,Exponential with Asymptote,0.32140921216418467,0.47896761195166526,0.4,[9.66657687e+01 1.04075072e-02 1.09588600e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,MAG,1,C3,Linear (fallback),0.10253796069315328,0.09488197853409941,0.9230769230769231,"[np.float64(0.027708791208791477), np.float64(101.32067032967032)]",31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,MAG,2,C3,Exponential with Asymptote,0.031639855383293065,0.7924995631195266,0.8333333333333334,[98.25988939  0.22195797 99.49165355],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,MAG,3,C5,Exponential with Asymptote,0.21446310649137368,0.11695968858477424,0.4444444444444444,[9.76261653e+01 6.07680823e-03 1.08452300e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,MAG,4,C5,Exponential with Asymptote,0.042652229803595385,0.9024216188241622,1.0,[9.62221232e+01 8.83492457e-02 9.93979193e+01],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,DEV,1,C5,Exponential with Asymptote,1.1026350408799153,0.4019238191669078,0.4,[1.00189179e+02 2.02351363e-02 1.16006000e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,DEV,2,C3,Exponential with Asymptote,0.019302865145901852,0.8316265428678566,0.6153846153846154,[9.87302089e+01 7.39457803e-03 1.09967000e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,DEV,3,C3,Exponential with Asymptote,0.01801816083275086,0.6963046322494608,1.0909090909090908,[9.78134359e+01 6.25203928e-03 1.08388500e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,TSU,1,C5,Exponential with Asymptote,0.5965152686084102,0.42116248623122376,0.8888888888888888,[1.00040113e+02 1.92266733e-02 1.14123900e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,TSU,2,C3,Exponential with Asymptote,0.053340113628514804,0.5342176309249831,0.5714285714285714,[9.89146454e+01 5.64487728e-03 1.10119900e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,TSU,3,C3,Exponential with Asymptote,0.013154549816449436,0.5493868362632588,0.8333333333333334,[9.78426024e+01 1.76673728e-02 1.00127608e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,TSU,5,C5,Exponential with Asymptote,0.010670155147746394,0.9399018116776908,0.875,[9.67987003e+01 1.09888924e-02 1.05546784e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALB,1,C5,Exponential with Asymptote,0.5561432670892512,0.5206422842899048,0.8,[9.96979448e+01 1.98514712e-02 1.14342800e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALB,2,C5,Exponential with Asymptote,0.022903114157132,0.8698998474089685,1.0769230769230769,[9.86412263e+01 3.02647664e-02 1.02764122e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALB,3,C3,Exponential with Asymptote,0.022720736583959844,0.49143203294060267,1.1666666666666667,[9.77712029e+01 9.18890027e-02 9.85155701e+01],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ALB,5,C5,Exponential with Asymptote,0.008220602274980948,0.8902162241390639,0.75,[9.72047238e+01 3.42982290e-02 9.92959046e+01],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ZHO,1,C5,Exponential with Asymptote,0.0459102512415732,0.7540578821602832,0.4,[1.00633816e+02 1.16971206e-02 1.12318800e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ZHO,2,C3,Exponential with Asymptote,0.04032385953613052,0.330857047887114,1.1111111111111112,[9.89782550e+01 2.59924093e-03 1.09637000e+02],31.01180124223602,27.43167701863354
2023_Bahrain_Sprint,ZHO,3,C5,Exponential with Asymptote,0.006354130469498222,0.97221172069505,1.3333333333333333,[97.03978789  0.38572581 98.64089233],31.01180124223602,27.43167701863354
