Race,Driver,Stint,TyreCompound,Model,MSE,RSquared,UniformityScore,Parameters,TrackTemp,AirTemp
2022_France_Sprint,VER,1,C4,Exponential with Asymptote,0.02602928722684106,0.8114932909160235,1.2857142857142858,[98.10772377  0.24027766 99.2714058 ],54.46171875,30.164843750000003
2022_France_Sprint,VER,4,C3,Linear (fallback),0.05109338888888923,0.5802620985776965,1.3333333333333333,"[np.float64(-0.32550000000000523), np.float64(98.93316666666666)]",54.46171875,30.164843750000003
2022_France_Sprint,GAS,1,C3,Exponential with Asymptote,0.051410523550062585,0.6943443062467503,1.0,[102.2630321    0.92816223 100.90571671],54.46171875,30.164843750000003
2022_France_Sprint,GAS,3,C4,Double Exponential,0.09133053884140228,0.545720018238744,0.5925925925925926,[1.01829633e+02 6.04171961e-01 2.13009745e-04 1.66391709e-02],54.46171875,30.164843750000003
2022_France_Sprint,GAS,4,C4,Exponential,12.218830997196983,0.618358214009896,1.0,[1.08241800e+02 3.94780979e-02],54.46171875,30.164843750000003
2022_France_Sprint,PER,1,C4,Exponential with Asymptote,0.043379411022088074,0.14187873425962017,0.75,[99.23881492  0.45728015 99.5473909 ],54.46171875,30.164843750000003
2022_France_Sprint,PER,3,C3,Linear (fallback),0.007441999999999407,0.723715473715494,1.3333333333333333,"[np.float64(0.17099999999999937), np.float64(97.90299999999999)]",54.46171875,30.164843750000003
2022_France_Sprint,ALO,4,C3,Linear (fallback),0.030586888888888084,0.19374282433985512,1.3333333333333333,"[np.float64(-0.10500000000000397), np.float64(98.49366666666667)]",54.46171875,30.164843750000003
2022_France_Sprint,STR,1,C4,Exponential with Asymptote,0.03504254927299541,0.2750977235436399,0.6666666666666666,[1.00399146e+02 5.53080363e-02 1.01059582e+02],54.46171875,30.164843750000003
2022_France_Sprint,STR,2,C4,Exponential with Asymptote,0.06821756818578513,0.9987332811234586,0.5185185185185185,[138.5302174    1.          99.66028961],54.46171875,30.164843750000003
2022_France_Sprint,STR,3,C3,Exponential,16.937943359377464,0.546418998167019,1.0,[1.09479772e+02 3.97486506e-02],54.46171875,30.164843750000003
2022_France_Sprint,MAG,1,C4,Exponential with Asymptote,0.10098444152100917,0.30538021680285143,0.6666666666666666,[100.89607234   1.         100.29669033],54.46171875,30.164843750000003
2022_France_Sprint,MAG,2,C4,Exponential with Asymptote,1.1054389176187487,0.795570661532732,0.4444444444444444,[106.37013503   1.          99.73145014],54.46171875,30.164843750000003
2022_France_Sprint,TSU,1,C4,Exponential with Asymptote,0.07778307969071901,0.7051044413791263,0.8888888888888888,[1.00177695e+02 1.46470828e-02 1.12207700e+02],54.46171875,30.164843750000003
2022_France_Sprint,ALB,2,C4,Exponential with Asymptote,0.08280972350367645,0.9985487532523927,0.8461538461538461,[139.11571488   1.          99.79384868],54.46171875,30.164843750000003
2022_France_Sprint,ALB,3,C3,Exponential,9.274355652723973,0.6328861594810188,1.0,[1.07714031e+02 3.53824320e-02],54.46171875,30.164843750000003
2022_France_Sprint,ZHO,1,C4,Exponential with Asymptote,0.0414274969551758,0.9301487103430137,1.1428571428571428,[102.99762782   1.         100.80010596],54.46171875,30.164843750000003
2022_France_Sprint,ZHO,2,C4,Exponential with Asymptote,0.7009079883250172,0.9019739284101165,0.5,[107.66429579   1.          99.84518787],54.46171875,30.164843750000003
2022_France_Sprint,ZHO,3,C3,Linear (fallback),13.31796049999996,0.9254745238266998,1.3333333333333333,"[np.float64(-15.7505), np.float64(134.9455)]",54.46171875,30.164843750000003
2022_France_Sprint,RIC,1,C4,Exponential with Asymptote,0.08700719664898021,0.15623315855606001,1.0666666666666667,[1.00473644e+02 2.42732810e-03 1.11697300e+02],54.46171875,30.164843750000003
2022_France_Sprint,RIC,4,C3,Exponential,14.739374921701131,0.6212637448660634,1.0,[1.09670394e+02 4.33621131e-02],54.46171875,30.164843750000003
2022_France_Sprint,OCO,2,C4,Exponential with Asymptote,0.08997459875882609,0.9983906487095997,0.8148148148148148,[139.1963303    1.          99.59901311],54.46171875,30.164843750000003
2022_France_Sprint,OCO,3,C3,Exponential,18.058580730400795,0.6249384862179759,1.0,[1.10355209e+02 4.85045976e-02],54.46171875,30.164843750000003
2022_France_Sprint,NOR,1,C4,Exponential with Asymptote,0.02552201985445567,0.11186073691899612,1.0666666666666667,[100.46104793   1.         100.24032102],54.46171875,30.164843750000003
2022_France_Sprint,NOR,3,C3,Exponential with Asymptote,0.056295250197080635,0.5176885443439114,0.5185185185185185,[102.46183069   0.91699813  99.3974251 ],54.46171875,30.164843750000003
2022_France_Sprint,NOR,4,C3,Exponential,20.207911166685548,0.5860673808332583,1.0,[1.11139474e+02 4.69002819e-02],54.46171875,30.164843750000003
2022_France_Sprint,HAM,3,C3,Linear (fallback),0.00271338888888828,0.9105128731302443,1.3333333333333333,"[np.float64(0.20349999999999824), np.float64(98.67516666666666)]",54.46171875,30.164843750000003
2022_France_Sprint,MSC,1,C4,Exponential,0.14191490208895513,0.29431582559667435,1.4285714285714286,[1.01259508e+02 1.20635331e-03],54.46171875,30.164843750000003
2022_France_Sprint,MSC,2,C4,Exponential with Asymptote,1.5216860500471632,0.7906932395686989,0.5,[107.40673955   1.         100.02471605],54.46171875,30.164843750000003
2022_France_Sprint,MSC,3,C3,Linear (fallback),35.65338272222222,0.8628202554877202,1.3333333333333333,"[np.float64(-18.340500000000006), np.float64(134.08883333333335)]",54.46171875,30.164843750000003
2022_France_Sprint,MSC,4,C3,Exponential with Asymptote,0.04884918015533004,0.5608931918236666,1.0,[1.00129652e+02 1.56848686e-03 7.92544008e+01],54.46171875,30.164843750000003
2022_France_Sprint,MSC,5,C3,Exponential,4.003072397117844,0.6199428941184463,1.0,[1.05453752e+02 2.25769716e-02],54.46171875,30.164843750000003
2022_France_Sprint,VET,1,C4,Exponential with Asymptote,0.025816923883114275,0.7065997535674478,0.7142857142857143,[ 99.94189733   0.18189473 100.99715068],54.46171875,30.164843750000003
2022_France_Sprint,VET,3,C3,Exponential,18.31126586341969,0.4621367426893961,1.0,[1.08958582e+02 3.48489948e-02],54.46171875,30.164843750000003
2022_France_Sprint,SAI,1,C3,Exponential with Asymptote,0.09496636369353502,0.29008655644009884,0.875,[101.02851837   1.         100.24059526],54.46171875,30.164843750000003
2022_France_Sprint,SAI,2,C3,Exponential with Asymptote,0.20415232344179277,0.9974565525279238,0.38095238095238093,[140.25700309   1.          98.13160586],54.46171875,30.164843750000003
2022_France_Sprint,SAI,3,C4,Exponential with Asymptote,1.169429145275453,0.8736117139003093,0.6666666666666666,[103.54852358   1.          95.46087334],54.46171875,30.164843750000003
2022_France_Sprint,SAI,5,C4,Linear (fallback),0.012640500000000205,0.8536041600716457,1.3333333333333333,"[np.float64(0.332499999999996), np.float64(95.8605)]",54.46171875,30.164843750000003
2022_France_Sprint,LAT,1,C4,Exponential with Asymptote,0.026945327470349185,0.1975195733014652,1.1428571428571428,[101.78370354   1.         100.94603587],54.46171875,30.164843750000003
