Race,Driver,Stint,TyreCompound,Model,MSE,RSquared,UniformityScore,Parameters,TrackTemp,AirTemp
Italy,VER,1,C5,Exponential with Asymptote,0.03932633113450784,0.5759240054095727,0.6,[86.45217881  0.91558106 85.68726798],43.138775510204084,27.73469387755102
Italy,VER,2,C5,Exponential with Asymptote,0.01822557424712359,0.9737632776206948,1.0909090909090908,[88.67002422  1.         85.77399725],43.138775510204084,27.73469387755102
Italy,GAS,1,C4,Exponential with Asymptote,0.013515512461335751,0.7949753424330204,0.8,[88.16313827  1.         87.40270701],43.138775510204084,27.73469387755102
Italy,GAS,2,C4,Exponential with Asymptote,1.5567621208165578,0.2226478946618181,0.6666666666666666,[8.75686448e+01 3.08572879e-02 1.00769900e+02],43.138775510204084,27.73469387755102
Italy,GAS,3,C3,Exponential with Asymptote,0.0421841506758095,0.305956579616531,0.75,[8.72726348e+01 9.91228907e-04 6.93744026e+01],43.138775510204084,27.73469387755102
Italy,GAS,6,C3,Linear (fallback),73.57653688888887,0.6929503327111282,1.3333333333333333,"[np.float64(15.781999999999996), np.float64(85.86066666666667)]",43.138775510204084,27.73469387755102
Italy,PER,4,C3,Exponential with Asymptote,0.09433703448659518,0.2791900877036657,0.7407407407407407,[8.64945186e+01 1.25474545e-03 6.84560000e+01],43.138775510204084,27.73469387755102
Italy,PER,5,C5,Linear (fallback),0.023112500000000733,0.567996037432539,1.3333333333333333,"[np.float64(-0.21349999999999622), np.float64(84.5645)]",43.138775510204084,27.73469387755102
Italy,PER,7,C5,Exponential with Asymptote,220.5864308946355,0.21381729613523437,1.2,[125.7859149    1.         104.50993698],43.138775510204084,27.73469387755102
Italy,ALO,1,C4,Exponential with Asymptote,0.04504024408012575,0.4911026597636843,0.4,[88.19018203  1.         87.49764765],43.138775510204084,27.73469387755102
Italy,LEC,1,C5,Exponential with Asymptote,0.055654127687358876,0.48715161090771175,1.2,[86.58960973  0.91536273 85.82859992],43.138775510204084,27.73469387755102
Italy,LEC,2,C5,Exponential with Asymptote,0.03439791972092388,0.3053382155753841,0.9473684210526315,[8.53175949e+01 2.46195060e-03 9.46440000e+01],43.138775510204084,27.73469387755102
Italy,STR,1,C4,Exponential with Asymptote,0.070669408402121,0.42058587480236076,0.8,[88.64103323  1.         87.88868579],43.138775510204084,27.73469387755102
Italy,STR,2,C4,Exponential with Asymptote,1.2845255579800174,0.5378217295755559,0.6666666666666666,[8.69296570e+01 5.39366385e-02 1.01583900e+02],43.138775510204084,27.73469387755102
Italy,STR,3,C3,Exponential with Asymptote,0.13860280179221213,0.2162702493495986,0.631578947368421,[88.55720204  0.53129579 87.78485011],43.138775510204084,27.73469387755102
Italy,MAG,1,C4,Exponential with Asymptote,0.20398111994431947,0.511864606792757,1.2,[89.79546086  1.         88.25917404],43.138775510204084,27.73469387755102
Italy,MAG,3,C3,Exponential with Asymptote,0.11955821851246114,0.10126470525523568,1.0526315789473684,[8.70882651e+01 2.09443195e-03 9.71751000e+01],43.138775510204084,27.73469387755102
Italy,MAG,5,C5,Exponential,316.24989124410547,0.17872121331682012,0.8,[1.26984781e+02 5.45070448e-02],43.138775510204084,27.73469387755102
Italy,TSU,1,C4,Exponential with Asymptote,0.16166994927369155,0.7295931552814146,0.6,[89.76364058  0.63943854 87.60845193],43.138775510204084,27.73469387755102
Italy,TSU,2,C4,Exponential with Asymptote,1.4828126648120414,0.4129872083620687,0.5714285714285714,[8.66610529e+01 3.79100248e-02 1.01274800e+02],43.138775510204084,27.73469387755102
Italy,ZHO,1,C4,Exponential with Asymptote,0.04581725123149351,0.62028650918114,0.8,[88.43790878  1.         87.52914169],43.138775510204084,27.73469387755102
Italy,ZHO,2,C4,Exponential with Asymptote,1.4861506006497114,0.48681375034613095,0.6666666666666666,[8.6706987e+01 5.2197677e-02 1.0144200e+02],43.138775510204084,27.73469387755102
Italy,ZHO,3,C3,Exponential with Asymptote,0.05363425939548108,0.17925070307545954,0.88,[8.68849733e+01 6.60706619e-02 8.73363571e+01],43.138775510204084,27.73469387755102
Italy,ZHO,6,C3,Linear (fallback),66.15950449999995,0.6764897475902538,1.3333333333333333,"[np.float64(14.405500000000004), np.float64(87.1345)]",43.138775510204084,27.73469387755102
Italy,RIC,1,C4,Exponential with Asymptote,0.02304632543388798,0.793408126729692,0.4,[88.38240991  1.         87.39416982],43.138775510204084,27.73469387755102
Italy,RIC,2,C4,Linear (fallback),1.8345144846938854,0.0794571712178408,0.5714285714285714,"[np.float64(0.19896428571428562), np.float64(87.89939285714286)]",43.138775510204084,27.73469387755102
